taxon,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.INT,rab.win.OR,diff.btw,diff.win,effect,overlap,Size,Color,Taxon,Confidence,Rank1,Rank2,Rank3,Rank4,Rank5,Rank6,Rank7,Node
02b753796f45eee4cc5438ffcb741d44,4.03405993523211e-05,0.00162569669793064,0,0,9.64331591965069,3.17371047533241,14.6767971196766,11.4179181644693,2.38777049479293,5.04711093446693,0.000137056276785441,5.04711093446693,red,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__,0.9665041,,,,,,,,02b753796f45eee4cc5438ffcb741d44
0a33de459a39157f22e3f2fc85faae13,0.00623287668520695,0.0919043335336328,0.00247668997669003,0.0538395303199216,2.07573984323233,-0.291683371148498,5.828391340696,6.03331682358007,3.64052967346366,1.57273367176758,0.0644536990219286,1.57273367176758,red,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,0.9249864,,,,,,,,0a33de459a39157f22e3f2fc85faae13
0bb6bb941ab703d3e77333827cdc5650,0.00150243392812084,0.0379977489845908,0.0012844794094794,0.0339377957813463,5.45288450563615,0.00313820001912113,7.05374213518847,6.97350034496151,3.40874067030959,1.83036916038825,0.0625005933745193,1.83036916038825,red,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,0.9999937,,,,,,,,0bb6bb941ab703d3e77333827cdc5650
0cb6f2efcf2dfda67fcb50e5acbb4f56,0.00178525106175957,0.0330296451308079,0.00184901903651909,0.0419607482456894,1.94798008103888,-0.569876662305695,8.34088609440889,8.86085716312928,3.91376683731934,2.097868438207,0.0643280583714074,2.097868438207,red,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__,0.9441229,,,,,,,,0cb6f2efcf2dfda67fcb50e5acbb4f56
1277717f9f7ca4618c51997502ec0519,3.77932696158465e-05,0.00149485904561874,0,0,6.34111118659149,-0.42594661112676,10.6376449567891,11.0188551821888,2.69806659736411,4.07541463812749,0.000137056276785441,4.07541463812749,red,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__,0.9999425,,,,,,,,1277717f9f7ca4618c51997502ec0519
1c04ca05156c2b6efb1e584a589b1ec0,5.59105249003898e-05,0.0020388201948842,0,0,7.2441510323901,-0.141608433006393,11.8690704585976,11.6930497614943,2.78956097641575,4.10359880210321,0.000137056276785441,4.10359880210321,red,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__,0.9886061,,,,,,,,1c04ca05156c2b6efb1e584a589b1ec0
232219bbedc1a43210b10af0d24f6bf3,0.00327367470348532,0.0600191134199053,0.00192429098679104,0.0441464230252537,2.04902004530314,-0.376491413370399,6.2748510136478,6.4213815042887,3.56256650636334,1.74939727599565,0.0683599136177293,1.74939727599565,red,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__,0.9984435,,,,,,,,232219bbedc1a43210b10af0d24f6bf3
287156b9ca08420772a6c656770fb98a,0.00152275996985421,0.0779660141847606,0.00260052447552448,0.14671428331616,1.49663125494869,7.40039572285903,-1.22950485601414,-8.58249383498089,3.68125213891254,-2.14126649803574,0.0527350865335909,2.14126649803574,blue,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,0.9661648,,,,,,,,287156b9ca08420772a6c656770fb98a
29c8b499aa1698467d2540951ee3c376,0.00256424130996232,0.0461094905372196,0.00243055555555562,0.053494918621757,1.82894448388531,-0.406676976693609,7.36206538303184,7.61664206837785,3.73025331845636,1.92486619802994,0.0683599136177293,1.92486619802994,red,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__,0.7251123,,,,,,,,29c8b499aa1698467d2540951ee3c376
30709f7b48abdc7f14a01a7c1d1fb699,0.00607898957849484,0.0820864731701734,0.00233585858585864,0.0527430850805332,1.94767655754456,-0.459561901074517,6.4546540075606,6.39927579546064,3.63264891594058,1.62915561170743,0.0664068058020352,1.62915561170743,red,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__,0.9995296,,,,,,,,30709f7b48abdc7f14a01a7c1d1fb699
